voltage_trace: voltage_traces/voltage_trace1.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2800;1031;3 ms;8;21260;0;20;2929;16675;1562;87;21253;1158;1084;18911;693;1562;87;21253;130;118;19016;588;1562;87;21253;76;64;19230;374;1562;87;21253;76;64;
2800;1053;3 ms;8;21260;0;21;2945;16835;1386;87;21253;1162;1088;19087;693;1386;87;21253;76;64;19192;588;1386;87;21253;76;64;19402;378;1386;87;21253;76;64;
2800;1090;3 ms;8;21260;0;21;2943;17123;1100;87;21253;1030;956;19373;693;1100;87;21253;180;168;19478;588;1100;87;21253;140;128;19688;378;1100;87;21253;100;88;
2800;1142;3 ms;8;21260;0;21;2943;17048;1175;87;21253;1086;1012;19298;693;1175;87;21253;180;168;19403;588;1175;87;21253;72;60;19613;378;1175;87;21253;72;60;
2800;1208;3 ms;8;21260;0;20;2850;17031;1285;87;21253;1022;948;19221;660;1285;87;21253;122;110;19321;560;1285;87;21253;68;56;19521;360;1285;87;21253;68;56;
2800;1290;3 ms;8;21260;0;21;2939;17159;1068;87;21253;894;820;19405;693;1068;87;21253;114;102;19510;588;1068;87;21253;98;86;19720;378;1068;87;21253;64;52;
2800;1386;3 ms;8;21260;0;20;2867;16947;1352;87;21253;822;748;19133;681;1352;87;21253;164;152;19254;560;1352;87;21253;94;82;19454;360;1352;87;21253;60;48;
2800;1497;3 ms;8;21260;0;21;2976;17364;826;87;21253;758;684;19614;726;826;87;21253;106;94;19744;596;826;87;21253;90;78;19962;378;826;87;21253;56;44;
2800;1623;3 ms;8;21260;0;22;3024;17364;778;87;21253;758;684;19662;726;778;87;21253;106;94;19772;616;778;87;21253;90;78;19992;396;778;87;21253;56;44;
2800;1763;3 ms;8;21260;0;22;3024;17402;740;87;21253;686;612;19700;726;740;87;21253;48;36;19810;616;740;87;21253;48;36;20030;396;740;87;21253;48;36;
2800;1919;3 ms;8;21260;0;12;11257;9531;378;87;21253;304;292;20392;396;378;87;21253;146;86;20452;336;378;87;21253;48;36;20572;216;378;87;21253;48;36;
2800;2089;3 ms;8;21260;0;21;2934;17428;804;87;21253;614;540;19664;698;804;87;21253;98;86;19774;588;804;87;21253;44;32;19984;378;804;87;21253;44;32;
2800;2274;3 ms;8;21260;0;22;3016;17660;490;87;21253;486;412;19950;726;490;87;21253;90;78;20060;616;490;87;21253;74;62;20280;396;490;87;21253;40;28;
2800;2473;3 ms;8;21260;0;22;3016;17650;500;87;21253;546;472;19940;726;500;87;21253;94;82;20050;616;500;87;21253;40;28;20270;396;500;87;21253;40;28;
2800;2688;3 ms;8;21260;0;22;3016;17718;432;87;21253;482;408;20008;726;432;87;21253;36;24;20118;616;432;87;21253;36;24;20338;396;432;87;21253;36;24;
2800;2917;3 ms;8;21260;0;22;2988;17570;608;87;21253;288;276;19832;726;608;87;21253;32;20;19964;594;608;87;21253;90;50;20166;392;608;87;21253;78;44;
2800;3161;3 ms;8;21260;0;23;3103;17703;360;87;21253;414;340;20047;759;360;87;21253;32;20;20162;644;360;87;21253;32;20;20392;414;360;87;21253;32;20;
2800;3420;3 ms;8;21260;0;22;3088;17722;356;87;21253;410;336;20051;759;356;87;21253;32;20;20166;644;356;87;21253;32;20;20400;410;356;87;21253;32;20;
2800;3694;3 ms;8;21260;0;22;3010;17868;288;87;21253;346;272;20152;726;288;87;21253;28;16;20262;616;288;87;21253;28;16;20482;396;288;87;21253;28;16;
2800;3983;3 ms;8;21260;0;22;3010;17868;288;87;21253;346;272;20152;726;288;87;21253;28;16;20262;616;288;87;21253;28;16;20482;396;288;87;21253;28;16;
Fixed time simulation end ########################################

